Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Medway,E06000035,Upper tier local authority,04/04/2020,24,232
Merton,E09000024,Upper tier local authority,04/04/2020,14,372
Middlesbrough,E06000002,Upper tier local authority,04/04/2020,21,170
Milton Keynes,E06000042,Upper tier local authority,04/04/2020,10,197
Newcastle upon Tyne,E08000021,Upper tier local authority,04/04/2020,23,367
Newham,E09000025,Upper tier local authority,04/04/2020,43,543
Norfolk,E10000020,Upper tier local authority,04/04/2020,29,351
North East Lincolnshire,E06000012,Upper tier local authority,04/04/2020,3,50
North Lincolnshire,E06000013,Upper tier local authority,04/04/2020,4,63
North Somerset,E06000024,Upper tier local authority,04/04/2020,6,83
North Tyneside,E08000022,Upper tier local authority,04/04/2020,24,180
North Yorkshire,E10000023,Upper tier local authority,04/04/2020,27,294
Northamptonshire,E10000021,Upper tier local authority,04/04/2020,42,514
Northumberland,E06000057,Upper tier local authority,04/04/2020,25,206
Nottingham,E06000018,Upper tier local authority,04/04/2020,15,200
Nottinghamshire,E10000024,Upper tier local authority,04/04/2020,27,475
Oldham,E08000004,Upper tier local authority,04/04/2020,13,229
Oxfordshire,E10000025,Upper tier local authority,04/04/2020,39,551
Peterborough,E06000031,Upper tier local authority,04/04/2020,4,75
Plymouth,E06000026,Upper tier local authority,04/04/2020,10,102
Portsmouth,E06000044,Upper tier local authority,04/04/2020,6,112
Reading,E06000038,Upper tier local authority,04/04/2020,14,125
Redbridge,E09000026,Upper tier local authority,04/04/2020,24,336
Redcar and Cleveland,E06000003,Upper tier local authority,04/04/2020,13,111
Richmond upon Thames,E09000027,Upper tier local authority,04/04/2020,8,222
Rochdale,E08000005,Upper tier local authority,04/04/2020,17,185
Rotherham,E08000018,Upper tier local authority,04/04/2020,11,250
Salford,E08000006,Upper tier local authority,04/04/2020,16,258
Sandwell,E08000028,Upper tier local authority,04/04/2020,19,396
Sefton,E08000014,Upper tier local authority,04/04/2020,33,292
Sheffield,E08000019,Upper tier local authority,04/04/2020,42,966
Shropshire,E06000051,Upper tier local authority,04/04/2020,8,172
Slough,E06000039,Upper tier local authority,04/04/2020,14,167
Solihull,E08000029,Upper tier local authority,04/04/2020,23,251
Somerset,E10000027,Upper tier local authority,04/04/2020,6,126
South Gloucestershire,E06000025,Upper tier local authority,04/04/2020,9,136
South Tyneside,E08000023,Upper tier local authority,04/04/2020,12,111
Southampton,E06000045,Upper tier local authority,04/04/2020,12,177
Southend-on-Sea,E06000033,Upper tier local authority,04/04/2020,15,150
Southwark,E09000028,Upper tier local authority,04/04/2020,37,724
St. Helens,E08000013,Upper tier local authority,04/04/2020,28,247
Staffordshire,E10000028,Upper tier local authority,04/04/2020,42,620
Stockport,E08000007,Upper tier local authority,04/04/2020,26,278
Stockton-on-Tees,E06000004,Upper tier local authority,04/04/2020,12,125
Stoke-on-Trent,E06000021,Upper tier local authority,04/04/2020,6,114
Suffolk,E10000029,Upper tier local authority,04/04/2020,19,289
Sunderland,E08000024,Upper tier local authority,04/04/2020,46,338
Surrey,E10000030,Upper tier local authority,04/04/2020,69,1054
Sutton,E09000029,Upper tier local authority,04/04/2020,6,303
Swindon,E06000030,Upper tier local authority,04/04/2020,12,85
Tameside,E08000008,Upper tier local authority,04/04/2020,15,177
Telford and Wrekin,E06000020,Upper tier local authority,04/04/2020,7,93
Thurrock,E06000034,Upper tier local authority,04/04/2020,8,133
Torbay,E06000027,Upper tier local authority,04/04/2020,4,58
Tower Hamlets,E09000030,Upper tier local authority,04/04/2020,20,365
Trafford,E08000009,Upper tier local authority,04/04/2020,16,243
Wakefield,E08000036,Upper tier local authority,04/04/2020,11,189
Walsall,E08000030,Upper tier local authority,04/04/2020,26,410
Waltham Forest,E09000031,Upper tier local authority,04/04/2020,21,395
Wandsworth,E09000032,Upper tier local authority,04/04/2020,26,584
Warrington,E06000007,Upper tier local authority,04/04/2020,16,160
Warwickshire,E10000031,Upper tier local authority,04/04/2020,35,462
West Berkshire,E06000037,Upper tier local authority,04/04/2020,13,113
West Sussex,E10000032,Upper tier local authority,04/04/2020,33,399
Westminster,E09000033,Upper tier local authority,04/04/2020,16,403
Wigan,E08000010,Upper tier local authority,04/04/2020,14,198
Wiltshire,E06000054,Upper tier local authority,04/04/2020,9,162
Windsor and Maidenhead,E06000040,Upper tier local authority,04/04/2020,9,116
Wirral,E08000015,Upper tier local authority,04/04/2020,42,295
Wokingham,E06000041,Upper tier local authority,04/04/2020,9,119
Wolverhampton,E08000031,Upper tier local authority,04/04/2020,20,327
Worcestershire,E10000034,Upper tier local authority,04/04/2020,16,438
York,E06000014,Upper tier local authority,04/04/2020,4,74
England,E92000001,Country,03/04/2020,4032,44787
East of England,E12000006,Region,03/04/2020,345,3656
London,E12000007,Region,03/04/2020,934,13013
North East,E12000001,Region,03/04/2020,259,1958
West Midlands,E12000005,Region,03/04/2020,372,5077
North West,E12000002,Region,03/04/2020,679,5901
East Midlands,E12000004,Region,03/04/2020,259,2765
South West,E12000009,Region,03/04/2020,186,1936
Yorkshire and The Humber,E12000003,Region,03/04/2020,293,3161
South East,E12000008,Region,03/04/2020,509,5804
Barking and Dagenham,E09000002,Upper tier local authority,03/04/2020,15,222
Barnet,E09000003,Upper tier local authority,03/04/2020,37,688
Barnsley,E08000016,Upper tier local authority,03/04/2020,9,228
Bath and North East Somerset,E06000022,Upper tier local authority,03/04/2020,4,65
Bedford,E06000055,Upper tier local authority,03/04/2020,19,132
Bexley,E09000004,Upper tier local authority,03/04/2020,25,272
Birmingham,E08000025,Upper tier local authority,03/04/2020,80,1353
Blackburn with Darwen,E06000008,Upper tier local authority,03/04/2020,9,75
Blackpool,E06000009,Upper tier local authority,03/04/2020,8,74
Bolton,E08000001,Upper tier local authority,03/04/2020,35,179
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,03/04/2020,11,115
Bracknell Forest,E06000036,Upper tier local authority,03/04/2020,10,69
Bradford,E08000032,Upper tier local authority,03/04/2020,24,214
Brent,E09000005,Upper tier local authority,03/04/2020,55,757
Brighton and Hove,E06000043,Upper tier local authority,03/04/2020,11,136
"Bristol, City of",E06000023,Upper tier local authority,03/04/2020,20,203
Bromley,E09000006,Upper tier local authority,03/04/2020,30,528
Buckinghamshire,E10000002,Upper tier local authority,03/04/2020,24,322
Bury,E08000002,Upper tier local authority,03/04/2020,18,142
Calderdale,E08000033,Upper tier local authority,03/04/2020,12,86
Cambridgeshire,E10000003,Upper tier local authority,03/04/2020,17,253
Camden,E09000007,Upper tier local authority,03/04/2020,19,307
Central Bedfordshire,E06000056,Upper tier local authority,03/04/2020,14,173
Cheshire East,E06000049,Upper tier local authority,03/04/2020,14,201
Cheshire West and Chester,E06000050,Upper tier local authority,03/04/2020,36,219
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,03/04/2020,18,182
County Durham,E06000047,Upper tier local authority,03/04/2020,37,275
Coventry,E08000026,Upper tier local authority,03/04/2020,22,277
Croydon,E09000008,Upper tier local authority,03/04/2020,48,698
Cumbria,E10000006,Upper tier local authority,03/04/2020,44,741
Darlington,E06000005,Upper tier local authority,03/04/2020,6,43
Derby,E06000015,Upper tier local authority,03/04/2020,22,282
Derbyshire,E10000007,Upper tier local authority,03/04/2020,34,529
Devon,E10000008,Upper tier local authority,03/04/2020,19,218
Doncaster,E08000017,Upper tier local authority,03/04/2020,16,171
Dorset,E06000059,Upper tier local authority,03/04/2020,15,122
Dudley,E08000027,Upper tier local authority,03/04/2020,16,302
Ealing,E09000009,Upper tier local authority,03/04/2020,30,520
East Riding of Yorkshire,E06000011,Upper tier local authority,03/04/2020,12,105
East Sussex,E10000011,Upper tier local authority,03/04/2020,12,193
Enfield,E09000010,Upper tier local authority,03/04/2020,26,366
Essex,E10000012,Upper tier local authority,03/04/2020,93,1000
Gateshead,E08000037,Upper tier local authority,03/04/2020,19,178
Gloucestershire,E10000013,Upper tier local authority,03/04/2020,30,335
Greenwich,E09000011,Upper tier local authority,03/04/2020,23,326
Hackney,E09000012,Upper tier local authority,03/04/2020,25,348
Halton,E06000006,Upper tier local authority,03/04/2020,18,96
Hammersmith and Fulham,E09000013,Upper tier local authority,03/04/2020,19,278
Hampshire,E10000014,Upper tier local authority,03/04/2020,89,1025
Haringey,E09000014,Upper tier local authority,03/04/2020,26,312
Harrow,E09000015,Upper tier local authority,03/04/2020,23,471
Hartlepool,E06000001,Upper tier local authority,03/04/2020,5,30
Havering,E09000016,Upper tier local authority,03/04/2020,32,268
"Herefordshire, County of",E06000019,Upper tier local authority,03/04/2020,5,64
Hertfordshire,E10000015,Upper tier local authority,03/04/2020,77,966
Hillingdon,E09000017,Upper tier local authority,03/04/2020,44,358
Hounslow,E09000018,Upper tier local authority,03/04/2020,24,344
Isle of Wight,E06000046,Upper tier local authority,03/04/2020,1,28
Islington,E09000019,Upper tier local authority,03/04/2020,14,263
Kensington and Chelsea,E09000020,Upper tier local authority,03/04/2020,14,278
Kent,E10000016,Upper tier local authority,03/04/2020,92,921
"Kingston upon Hull, City of",E06000010,Upper tier local authority,03/04/2020,10,44
Kingston upon Thames,E09000021,Upper tier local authority,03/04/2020,20,197
Kirklees,E08000034,Upper tier local authority,03/04/2020,21,194
Knowsley,E08000011,Upper tier local authority,03/04/2020,21,156
Lambeth,E09000022,Upper tier local authority,03/04/2020,39,677
Lancashire,E10000017,Upper tier local authority,03/04/2020,112,865
Leeds,E08000035,Upper tier local authority,03/04/2020,37,335
Leicester,E06000016,Upper tier local authority,03/04/2020,26,217
Leicestershire,E10000018,Upper tier local authority,03/04/2020,26,342
Lewisham,E09000023,Upper tier local authority,03/04/2020,46,492
Lincolnshire,E10000019,Upper tier local authority,03/04/2020,38,283
Liverpool,E08000012,Upper tier local authority,03/04/2020,59,508
Luton,E06000032,Upper tier local authority,03/04/2020,18,209
Manchester,E08000003,Upper tier local authority,03/04/2020,30,319
Medway,E06000035,Upper tier local authority,03/04/2020,15,208
Merton,E09000024,Upper tier local authority,03/04/2020,23,358
Middlesbrough,E06000002,Upper tier local authority,03/04/2020,26,149
Milton Keynes,E06000042,Upper tier local authority,03/04/2020,12,187
Newcastle upon Tyne,E08000021,Upper tier local authority,03/04/2020,32,344
Newham,E09000025,Upper tier local authority,03/04/2020,57,500
Norfolk,E10000020,Upper tier local authority,03/04/2020,43,322
North East Lincolnshire,E06000012,Upper tier local authority,03/04/2020,10,47
North Lincolnshire,E06000013,Upper tier local authority,03/04/2020,13,59
North Somerset,E06000024,Upper tier local authority,03/04/2020,8,77
North Tyneside,E08000022,Upper tier local authority,03/04/2020,13,156
North Yorkshire,E10000023,Upper tier local authority,03/04/2020,32,267
Northamptonshire,E10000021,Upper tier local authority,03/04/2020,56,472
Northumberland,E06000057,Upper tier local authority,03/04/2020,22,181
Nottingham,E06000018,Upper tier local authority,03/04/2020,16,185
Nottinghamshire,E10000024,Upper tier local authority,03/04/2020,40,448
Oldham,E08000004,Upper tier local authority,03/04/2020,20,216
Oxfordshire,E10000025,Upper tier local authority,03/04/2020,70,512
Peterborough,E06000031,Upper tier local authority,03/04/2020,10,71
Plymouth,E06000026,Upper tier local authority,03/04/2020,14,92
Portsmouth,E06000044,Upper tier local authority,03/04/2020,10,106
Reading,E06000038,Upper tier local authority,03/04/2020,8,111
Redbridge,E09000026,Upper tier local authority,03/04/2020,20,312
Redcar and Cleveland,E06000003,Upper tier local authority,03/04/2020,17,98
Richmond upon Thames,E09000027,Upper tier local authority,03/04/2020,15,214
Rochdale,E08000005,Upper tier local authority,03/04/2020,16,168
Rotherham,E08000018,Upper tier local authority,03/04/2020,18,239
Rutland,E06000017,Upper tier local authority,03/04/2020,1,7
Salford,E08000006,Upper tier local authority,03/04/2020,12,242
Sandwell,E08000028,Upper tier local authority,03/04/2020,31,377
Sefton,E08000014,Upper tier local authority,03/04/2020,44,259
Sheffield,E08000019,Upper tier local authority,03/04/2020,43,924
Shropshire,E06000051,Upper tier local authority,03/04/2020,19,164
Slough,E06000039,Upper tier local authority,03/04/2020,10,153
Solihull,E08000029,Upper tier local authority,03/04/2020,20,228
Somerset,E10000027,Upper tier local authority,03/04/2020,15,120
South Gloucestershire,E06000025,Upper tier local authority,03/04/2020,10,127
South Tyneside,E08000023,Upper tier local authority,03/04/2020,18,99
Southampton,E06000045,Upper tier local authority,03/04/2020,9,165
Southend-on-Sea,E06000033,Upper tier local authority,03/04/2020,18,135
Southwark,E09000028,Upper tier local authority,03/04/2020,47,687
St. Helens,E08000013,Upper tier local authority,03/04/2020,29,219
Staffordshire,E10000028,Upper tier local authority,03/04/2020,47,578
Stockport,E08000007,Upper tier local authority,03/04/2020,31,252
Stockton-on-Tees,E06000004,Upper tier local authority,03/04/2020,16,113
Stoke-on-Trent,E06000021,Upper tier local authority,03/04/2020,11,108
Suffolk,E10000029,Upper tier local authority,03/04/2020,31,270
Sunderland,E08000024,Upper tier local authority,03/04/2020,48,292
Surrey,E10000030,Upper tier local authority,03/04/2020,63,985
Sutton,E09000029,Upper tier local authority,03/04/2020,20,297
Swindon,E06000030,Upper tier local authority,03/04/2020,7,73
Tameside,E08000008,Upper tier local authority,03/04/2020,13,162
Telford and Wrekin,E06000020,Upper tier local authority,03/04/2020,7,86
Thurrock,E06000034,Upper tier local authority,03/04/2020,5,125
Tower Hamlets,E09000030,Upper tier local authority,03/04/2020,34,345
Trafford,E08000009,Upper tier local authority,03/04/2020,26,227
Wakefield,E08000036,Upper tier local authority,03/04/2020,28,178
Walsall,E08000030,Upper tier local authority,03/04/2020,27,384
Waltham Forest,E09000031,Upper tier local authority,03/04/2020,30,374
Wandsworth,E09000032,Upper tier local authority,03/04/2020,27,558
Warrington,E06000007,Upper tier local authority,03/04/2020,16,144
Warwickshire,E10000031,Upper tier local authority,03/04/2020,40,427
West Berkshire,E06000037,Upper tier local authority,03/04/2020,9,100
West Sussex,E10000032,Upper tier local authority,03/04/2020,52,366
Westminster,E09000033,Upper tier local authority,03/04/2020,27,387
Wigan,E08000010,Upper tier local authority,03/04/2020,24,184
Wiltshire,E06000054,Upper tier local authority,03/04/2020,15,153
Windsor and Maidenhead,E06000040,Upper tier local authority,03/04/2020,4,107
